,name,link,price,closest_town,region,total_len,easy_len,intermediate_len,difficult_len,geometry,state,website,Latitude,Longtitude,date,time,weather_lat,weather_lon,temperature,feels_like,temp_min,temp_max,temp_description,humidity,cloudiness,wind_speed,daily_chance_snow,hourly_chance_snow
83,White Pass,https://www.skiresort.info/ski-resort/white-pass/,69.0,Naches,Washington State,30.0,10.0,12.0,8.0,,,,,,02/23/21,20:42:00,46.731,-120.6995,34.71800000000009,28.49000000000002,32.0,37.004000000000055,clear sky,80.0,10.0,1.79,9.0,0.0
84,Lost Trail Powder Mountain,https://www.skiresort.info/ski-resort/lost-trail-powder-mountain/,46.0,Sula,Montana,50.0,15.0,25.0,10.0,"[-113.93195876634385, 45.70063846973573]",Idaho,,-113.93195876634385,45.70063846973573,02/23/21,05:42:00,15.4573,120.3955,87.8,93.2,87.8,87.8,broken clouds,62.0,75.0,3.09,0.0,0.0
85,Powderhorn,https://www.skiresort.info/ski-resort/powderhorn/,79.0,Mesa,Colorado,38.0,5.0,15.0,18.0,,,,,,02/23/21,21:42:00,33.4223,-111.8226,61.160000000000075,55.292,57.992,64.99400000000007,clear sky,21.0,1.0,0.76,0.0,0.0
86,Gunstock,https://www.skiresort.info/ski-resort/gunstock/,92.0,Gilford,New Hampshire,40.0,5.0,25.0,10.0,,,,,,02/23/21,23:42:00,43.5476,-71.4067,32.21600000000001,25.82600000000009,32.0,33.008,overcast clouds,93.0,90.0,2.06,10.0,0.0
87,June Mountain,https://www.skiresort.info/ski-resort/june-mountain/,129.0,June Lake,Mammoth Lakes,35.7,2.1,12.9,20.7,"[-119.07544109479164, 37.75497978645833]",California,http://www.junemountain.com/,-119.07544109479164,37.75497978645833,,,,,,,,,,,,,,
88,China Peak,https://www.skiresort.info/ski-resort/china-peak/,104.0,Clovis,California,50.0,20.0,17.0,13.0,,,,,,02/23/21,20:42:00,36.8252,-119.7029,55.85,51.314000000000036,53.00600000000003,60.8,clear sky,51.0,1.0,1.54,0.0,0.0
89,Donner Ski Ranch,https://www.skiresort.info/ski-resort/donner-ski-ranch/,79.0,Truckee,Lake Tahoe,52.0,13.0,26.0,13.0,"[-120.33963207285774, 39.32438453508068]",California,http://www.donnerskiranch.com/,-120.33963207285774,39.32438453508068,02/23/21,20:42:00,39.328,-120.1833,29.102000000000075,21.506000000000032,23.0,35.006000000000036,clear sky,68.0,1.0,2.06,0.0,0.0
90,Mad River Glen,https://www.skiresort.info/ski-resort/mad-river-glen/,92.0,Waitsfield,Vermont,46.0,14.0,17.0,15.0,"[-72.92671381386864, 44.19881530164241]",,http://www.madriverglen.com,-72.92671381386864,44.19881530164241,02/23/21,23:42:00,44.1901,-72.8248,32.55800000000001,25.682000000000013,30.002000000000077,35.006000000000036,light snow,100.0,95.0,2.68,47.0,43.0
91,Discovery Ski Area,https://www.skiresort.info/ski-resort/discovery-ski-area/,49.0,Philipsburg,Montana,45.0,12.0,12.0,21.0,"[-113.24449588465802, 46.26188442772641]",Montana,http://www.skidiscovery.com/,-113.24449588465802,46.26188442772641,02/23/21,00:42:00,18.026,-63.0458,77.0,76.37000000000006,75.99199999999998,78.00800000000002,few clouds,73.0,20.0,5.66,0.0,0.0
92,Great Divide,https://www.skiresort.info/ski-resort/great-divide/,48.0,Marysville,Montana,50.0,10.0,20.0,20.0,,,,,,02/23/21,20:42:00,48.0518,-122.1771,34.44800000000002,28.382000000000016,33.008,35.996000000000045,light rain,93.0,90.0,2.06,0.0,0.0
93,Dodge Ridge,https://www.skiresort.info/ski-resort/dodge-ridge/,78.0,Sonora,California,50.0,10.0,20.0,20.0,,,,,,02/23/21,22:42:00,37.9841,-120.3821,45.44600000000005,39.578000000000074,44.00600000000003,48.00200000000007,clear sky,76.0,1.0,2.65,0.0,0.0
94,Cranmore Mountain Resort,https://www.skiresort.info/ski-resort/cranmore-mountain-resort/,89.0,North Conway,New Hampshire,43.0,16.0,19.0,8.0,"[-71.09838447483993, 44.0570867619397]",,http://www.cranmore.com/,-71.09838447483993,44.0570867619397,02/23/21,06:42:00,44.0537,-71.1284,33.260000000000076,26.744000000000078,30.002000000000077,35.6,overcast clouds,69.0,90.0,1.54,0.0,0.0
95,Attitash Mountain Resort,https://www.skiresort.info/ski-resort/attitash-mountain-resort/,94.0,North Conway,New Hampshire,37.0,7.4,17.4,12.2,,,,,,02/23/21,06:42:00,44.0537,-71.1284,33.260000000000076,26.744000000000078,30.002000000000077,35.6,overcast clouds,69.0,90.0,1.54,0.0,0.0
96,Mt. Sunapee,https://www.skiresort.info/ski-resort/mt-sunapee/,99.0,Newbury,New Hampshire,30.0,8.0,16.0,6.0,,,,,,02/23/21,04:42:00,51.4003,-1.3206,53.67200000000004,46.32800000000007,53.00600000000003,55.00400000000007,overcast clouds,86.0,99.0,5.81,0.0,0.0
97,Sundance,https://www.skiresort.info/ski-resort/sundance/,85.0,Provo,Utah,44.0,15.0,20.0,9.0,"[-111.58797643357562, 40.38032488125004]",Utah,,-111.58797643357562,40.38032488125004,02/23/21,21:42:00,40.2338,-111.6585,33.728000000000065,23.32400000000001,32.0,35.6,clear sky,51.0,1.0,4.12,0.0,0.0
98,Silver Mountain,https://www.skiresort.info/ski-resort/silver-mountain/,62.0,Kellogg,Idaho,25.0,4.0,8.0,13.0,"[-84.829323291779, 45.88944061224898]",Michigan,http://www.michigan.org/property/silver-mountain-ski-area-tubing-hill/,-84.829323291779,45.88944061224898,02/23/21,22:42:00,47.5383,-116.1193,25.358000000000004,17.941999999999997,17.6,30.992,snow,86.0,90.0,2.06,0.0,0.0
99,Brundage Mountain,https://www.skiresort.info/ski-resort/brundage-mountain/,70.0,McCall,Idaho,30.0,6.0,15.0,9.0,,,,,,02/23/21,21:42:00,44.911,-116.0987,21.2,13.082000000000017,21.2,21.2,light snow,68.0,40.0,1.98,79.0,98.0
100,Bear Mountain – Big Bear Lake,https://www.skiresort.info/ski-resort/bear-mountain-big-bear-lake/,,Big Bear Lake,California,27.2,8.0,11.2,8.0,,,,,,02/23/21,20:42:00,34.2439,-116.9114,41.9180000000001,36.8600000000001,32.0,55.994000000000064,clear sky,59.0,1.0,0.81,0.0,0.0
101,Terry Peak,https://www.skiresort.info/ski-resort/terry-peak/,58.0,Lead,South Dakota,16.0,4.7,7.2,4.1,,,,,,02/23/21,15:42:00,44.3522,-103.7652,25.79000000000002,12.902000000000081,21.002000000000077,30.992,broken clouds,74.0,75.0,6.17,0.0,0.0
102,Ragged Mountain,https://www.skiresort.info/ski-resort/ragged-mountain/,84.0,Danbury,New Hampshire,22.5,4.5,10.0,8.0,"[-71.84394834459454, 43.47734333355856]",,,-71.84394834459454,43.47734333355856,02/23/21,23:42:00,41.3948,-73.454,39.61400000000003,28.68800000000005,37.99400000000007,42.8,clear sky,56.0,1.0,5.14,0.0,0.0
103,Snowshoe Mountain,https://www.skiresort.info/ski-resort/snowshoe-mountain/,119.0,Marlinton,West Virginia,31.0,14.0,11.0,6.0,"[-79.99286495116277, 38.42216330451435]",West Virginia,,-79.99286495116277,38.42216330451435,02/23/21,23:42:00,38.2235,-80.0945,36.734,29.69600000000005,32.0,41.0,clear sky,48.0,1.0,1.54,11.0,0.0
104,Snowshoe Mountain,https://www.skiresort.info/ski-resort/snowshoe-mountain/,119.0,Marlinton,West Virginia,31.0,14.0,11.0,6.0,"[-79.99455587514706, 38.424160087161]",West Virginia,http://www.snowshoemtn.com/,-79.99455587514706,38.424160087161,02/23/21,23:42:00,38.2235,-80.0945,36.734,29.69600000000005,32.0,41.0,clear sky,48.0,1.0,1.54,11.0,0.0
105,Saddleback,https://www.skiresort.info/ski-resort/saddleback/,79.0,Rangeley,Maine,22.0,4.0,8.0,10.0,,,,,,02/23/21,23:42:00,44.9667,-70.6435,30.36200000000006,24.044000000000075,28.994000000000078,30.992,overcast clouds,92.0,100.0,1.78,0.0,0.0
106,Snow Valley,https://www.skiresort.info/ski-resort/snow-valley/,89.0,Highland,California,34.0,4.0,20.0,10.0,"[-72.96943187713597, 43.199419789148]",Vermont,,-72.96943187713597,43.199419789148,02/23/21,21:42:00,34.1283,-117.2086,55.364000000000026,48.614000000000026,44.00600000000003,64.4,clear sky,27.0,1.0,1.54,0.0,0.0
107,Beaver Mountain,https://www.skiresort.info/ski-resort/beaver-mountain/,50.0,Logan,Utah,30.0,10.0,12.0,8.0,,,,,,02/23/21,21:42:00,41.7355,-111.8344,26.798000000000023,18.23000000000004,26.006000000000032,28.4,clear sky,64.0,1.0,2.57,23.0,0.0
108,Wildcat Mountain,https://www.skiresort.info/ski-resort/wildcat-mountain/,94.0,Jackson,New Hampshire,25.0,5.2,12.1,7.7,"[-71.23230653632866, 44.257868843003834]",,,-71.23230653632866,44.257868843003834,02/23/21,23:42:00,42.4165,-122.8345,40.748000000000026,34.898000000000025,39.00200000000007,44.6,overcast clouds,53.0,90.0,1.09,0.0,0.0
109,Santa Fé,https://www.skiresort.info/ski-resort/santa-fe/,80.0,Santa Fe,New Mexico,34.0,9.0,15.0,10.0,,,,,,02/23/21,01:42:00,-31.6333,-60.7,69.00800000000001,71.58200000000002,69.00800000000001,69.00800000000001,scattered clouds,76.0,29.0,0.89,0.0,0.0
110,Timberline Mountain,https://www.skiresort.info/ski-resort/timberline-mountain/,84.0,Davis,West Virginia,18.0,6.0,6.0,6.0,"[-79.39690773244554, 39.036715966828105]",West Virginia,,-79.39690773244554,39.036715966828105,02/23/21,20:42:00,41.0005,-112.0013,31.55,23.720000000000066,30.002000000000077,33.998000000000026,clear sky,55.0,1.0,2.06,0.0,0.0
111,Camelback,https://www.skiresort.info/ski-resort/camelback/,70.0,Stroudsburg,Pennsylvania,34.0,20.0,11.0,3.0,,,,,,02/23/21,23:42:00,40.9868,-75.1946,37.202000000000076,27.212000000000053,33.008,39.992,clear sky,52.0,1.0,4.06,8.0,0.0
112,Waterville Valley,https://www.skiresort.info/ski-resort/waterville-valley/,96.0,Waterville Valley,New Hampshire,25.0,3.5,16.0,5.5,"[-71.54023343135474, 43.96078661238709]",New Hampshire,https://www.waterville.com/,-71.54023343135474,43.96078661238709,02/23/21,23:42:00,43.9503,-71.4997,33.35,28.994000000000078,32.0,33.998000000000026,overcast clouds,89.0,97.0,0.45,57.0,90.0
113,Willamette Pass – Crescent,https://www.skiresort.info/ski-resort/willamette-pass-crescent/,60.0,Crescent,Oregon,29.0,6.0,13.0,10.0,,,,,,02/23/21,15:42:00,35.9525,-97.5948,60.53000000000005,49.38800000000005,59.0,62.6,clear sky,42.0,1.0,6.69,0.0,0.0
114,Snow Summit – Big Bear Lake,https://www.skiresort.info/ski-resort/snow-summit-big-bear-lake/,,Big Bear Lake,California,29.0,10.0,12.0,7.0,,,,,,02/23/21,20:42:00,34.2439,-116.9114,41.9180000000001,36.8600000000001,32.0,55.994000000000064,clear sky,59.0,1.0,0.81,0.0,0.0
115,Montana Snowbowl,https://www.skiresort.info/ski-resort/montana-snowbowl/,50.0,Missoula,Montana,31.0,5.0,12.0,14.0,"[-114.00330547195904, 47.022568188476306]",Montana,,-114.00330547195904,47.022568188476306,02/23/21,21:43:00,47.0166,-113.8009,30.398000000000025,23.32400000000001,30.002000000000077,30.992,light snow,80.0,90.0,2.06,71.0,0.0
116,Lookout Pass,https://www.skiresort.info/ski-resort/lookout-pass/,49.0,Mullan,Idaho,31.0,8.0,14.0,9.0,"[-115.70558743624466, 47.45383007947599]",Idaho,http://www.skilookout.com/,-115.70558743624466,47.45383007947599,02/23/21,09:13:00,47.4702,-115.8018,17.6,9.518000000000086,17.6,17.6,light snow,86.0,90.0,2.06,0.0,0.0
117,Mountain Creek – Vernon,https://www.skiresort.info/ski-resort/mountain-creek-vernon/,79.99,Vernon Township,New Jersey,24.0,4.0,14.0,6.0,,,,,,,,,,,,,,,,,,,
118,Belleayre Mountain,https://www.skiresort.info/ski-resort/belleayre-mountain/,95.0,Margaretville,The Catskills,20.0,5.0,11.0,4.0,"[-74.50870176642532, 42.13065101665164]",New York,http://www.belleayre.com/,-74.50870176642532,42.13065101665164,,,,,,,,,,,,,,
119,Haystack Mountain – The Hermitage Club,https://www.skiresort.info/ski-resort/haystack-mountain-the-hermitage-club/,,Wilmington,Vermont,19.3,5.6,9.5,4.2,,,,,,02/23/21,23:43:00,34.2257,-77.9447,49.42400000000002,44.40200000000008,48.00200000000007,51.008,clear sky,76.0,1.0,2.57,0.0,0.0
120,Monarch,https://www.skiresort.info/ski-resort/monarch/,89.0,Salida,Colorado,31.0,5.0,14.0,12.0,,,,,,02/23/21,22:43:00,37.7058,-121.0849,57.02000000000007,48.23600000000007,55.00400000000007,59.0,clear sky,33.0,1.0,3.72,0.0,0.0
121,The Summit at Snoqualmie,https://www.skiresort.info/ski-resort/the-summit-at-snoqualmie/,95.0,North Bend,Washington State,27.9,5.2,13.7,9.0,,,,,,02/23/21,20:43:00,43.4065,-124.2243,43.64600000000005,36.554000000000045,42.008,44.6,overcast clouds,81.0,90.0,3.6,0.0,0.0
122,Mt. Spokane,https://www.skiresort.info/ski-resort/mt-spokane/,62.0,Mead,Washington State,26.0,7.0,5.0,14.0,,,,,,02/23/21,23:43:00,47.7674,-117.3549,32.14400000000008,26.6,30.002000000000077,33.998000000000026,scattered clouds,75.0,40.0,0.86,21.0,43.0
123,Sandia Peak,https://www.skiresort.info/ski-resort/sandia-peak/,55.0,Sandia Park,New Mexico,31.0,8.0,20.0,3.0,,,,,,02/23/21,21:43:00,35.1678,-106.3656,44.87000000000007,36.122000000000035,39.00200000000007,48.00200000000007,clear sky,36.0,4.0,2.95,0.0,0.0
124,Bristol Mountain,https://www.skiresort.info/ski-resort/bristol-mountain/,79.0,Rochester,Finger Lakes,20.0,6.0,10.0,4.0,,,,,,02/23/21,23:43:00,43.1548,-77.6156,37.868000000000094,25.682000000000013,37.004000000000055,39.00200000000007,broken clouds,75.0,75.0,6.69,25.0,0.0
125,Wachusett Mountain,https://www.skiresort.info/ski-resort/wachusett-mountain/,71.0,Westminster,Massachusetts,12.0,3.6,4.8,3.6,"[-71.88718272382347, 42.496646208823535]",Massachusetts,https://www.wachusett.com/,-71.88718272382347,42.496646208823535,02/23/21,21:43:00,39.8367,-105.0372,40.118000000000094,23.036000000000072,32.0,46.4,scattered clouds,23.0,40.0,8.75,0.0,0.0
126,Pats Peak,https://www.skiresort.info/ski-resort/pats-peak/,72.0,Henniker,New Hampshire,33.0,10.0,8.0,15.0,"[-71.79511253444815, 43.15711300033449]",,,-71.79511253444815,43.15711300033449,02/23/21,23:43:00,43.1798,-71.8223,32.63000000000004,26.762000000000054,30.992,35.006000000000036,broken clouds,81.0,74.0,1.34,9.0,0.0
127,Boyne Highlands,https://www.skiresort.info/ski-resort/boyne-highlands/,98.0,Harbor Springs,Michigan,25.7,10.3,7.7,7.7,"[-84.94359571135298, 45.47300075505443]",Michigan,http://www.boyne.com/boynehighlands,-84.94359571135298,45.47300075505443,02/23/21,23:43:00,45.4317,-84.992,30.86600000000001,23.648000000000025,30.002000000000077,32.0,overcast clouds,93.0,90.0,2.57,52.0,80.0
128,Granby Ranch,https://www.skiresort.info/ski-resort/granby-ranch/,84.0,,Colorado,20.0,6.0,10.0,4.0,,,,,,,,,,,,,,,,,,,
129,Granite Peak at Rib Mountain State Park,https://www.skiresort.info/ski-resort/granite-peak-at-rib-mountain-state-park/,82.0,Wausau,Wisconsin,20.0,10.0,5.0,5.0,,,,,,02/23/21,22:43:00,44.9591,-89.6301,33.92600000000009,26.204000000000054,33.8,33.998000000000026,light snow,86.0,90.0,3.09,21.0,31.0
130,Magic Mountain,https://www.skiresort.info/ski-resort/magic-mountain/,74.0,Londonderry,Vermont,23.0,7.0,7.0,9.0,"[-72.76646972399514, 43.19468394833611]",,http://www.magicmtn.com,-72.76646972399514,43.19468394833611,02/23/21,04:43:00,54.9981,-7.3093,44.042,35.92400000000001,44.042,44.042,overcast clouds,88.0,93.0,4.79,0.0,0.0
131,Diamond Peak,https://www.skiresort.info/ski-resort/diamond-peak/,109.0,Incline Village,Lake Tahoe,16.3,1.6,7.1,7.6,"[-119.91562830185873, 39.2536316126394]",Nevada,http://www.diamondpeak.com/,-119.91562830185873,39.2536316126394,02/23/21,20:43:00,39.2513,-119.973,34.26800000000009,27.17600000000009,26.6,41.0,clear sky,68.0,1.0,2.06,0.0,0.0
132,Homewood Mountain Resort,https://www.skiresort.info/ski-resort/homewood-mountain-resort/,,Homewood,Lake Tahoe,20.0,6.0,13.0,1.0,"[-120.17251080651721, 39.07811855030552]",,http://www.skihomewood.com/,-120.17251080651721,39.07811855030552,02/23/21,22:43:00,33.4718,-86.8008,49.73000000000004,45.26600000000001,46.4,51.008,clear sky,66.0,1.0,1.61,0.0,0.0
133,Sugar Mountain,https://www.skiresort.info/ski-resort/sugar-mountain/,75.0,Sugar Mountain,North Carolina,14.0,4.0,7.0,3.0,,,,,,02/23/21,23:43:00,36.1273,-81.8601,37.70600000000003,31.586000000000073,35.996000000000045,39.00200000000007,clear sky,72.0,1.0,1.75,0.0,0.0
134,Titus Mountain,https://www.skiresort.info/ski-resort/titus-mountain/,49.0,Malone,The Adirondacks,27.0,10.0,10.0,7.0,"[-74.235277777778, 44.763333333333016]",New York,,-74.235277777778,44.763333333333016,02/23/21,22:43:00,44.8487,-74.2949,35.654000000000046,25.880000000000038,33.998000000000026,37.4,overcast clouds,93.0,100.0,5.14,0.0,0.0
135,Maverick Mountain,https://www.skiresort.info/ski-resort/maverick-mountain/,39.0,Polaris,Montana,20.0,6.0,8.0,6.0,,,,,,02/23/21,21:43:00,39.3391,-120.1358,30.758000000000006,23.306000000000033,26.6,35.006000000000036,clear sky,68.0,1.0,2.06,67.0,0.0
136,Soldier Mountain,https://www.skiresort.info/ski-resort/soldier-mountain/,43.0,Fairfield,Idaho,25.0,9.0,8.0,8.0,"[-114.84175722172614, 43.48494636802227]",Idaho,http://www.soldiermountain.com/,-114.84175722172614,43.48494636802227,02/23/21,20:43:00,41.2668,-73.3162,41.090000000000025,30.32600000000009,39.00200000000007,42.8,clear sky,56.0,1.0,5.14,0.0,0.0
137,Mountain High East,https://www.skiresort.info/ski-resort/mountain-high-east/,84.0,Wrightwood,California,11.0,2.0,5.0,4.0,,,,,,02/23/21,20:43:00,34.3608,-117.6334,48.14600000000005,42.72800000000007,41.0,55.00400000000007,scattered clouds,51.0,31.0,1.34,0.0,0.0
138,Boreal,https://www.skiresort.info/ski-resort/boreal/,,Truckee,Lake Tahoe,20.0,6.0,11.0,3.0,,,,,,02/23/21,20:42:00,39.328,-120.1833,29.102000000000075,21.506000000000032,23.0,35.006000000000036,clear sky,68.0,1.0,2.06,0.0,0.0
139,Mt. Baldy,https://www.skiresort.info/ski-resort/mt-baldy/,76.0,Mt Baldy,California,20.0,3.0,6.0,11.0,,,,,,,,,,,,,,,,,,,
140,Shawnee Peak,https://www.skiresort.info/ski-resort/shawnee-peak/,75.0,Bridgton,Maine,23.0,4.0,12.0,7.0,"[-70.8180850176301, 44.051378195953745]",Maine,http://www.shawneepeak.com/,-70.8180850176301,44.051378195953745,02/23/21,23:43:00,44.0548,-70.7128,29.660000000000075,24.296000000000053,28.00400000000005,32.0,overcast clouds,96.0,100.0,1.06,17.0,66.0
141,Holimont,https://www.skiresort.info/ski-resort/holimont/,75.0,Ellicottville,Chautauqua-Allegheny,20.0,4.0,6.0,10.0,"[-78.68916226727535, 42.271112032447604]",New York,https://holimont.com/,-78.68916226727535,42.271112032447604,02/23/21,23:42:00,42.2751,-78.6728,32.66600000000001,25.952000000000076,32.0,33.008,broken clouds,100.0,75.0,2.57,78.0,88.0
142,Mt. Shasta Ski Park,https://www.skiresort.info/ski-resort/mt-shasta-ski-park/,65.0,McCloud,California,23.0,5.0,8.0,10.0,"[-122.20078652590671, 41.327341353626935]",,http://www.skipark.com/,-122.20078652590671,41.327341353626935,02/23/21,20:43:00,41.2557,-122.1395,37.09400000000007,28.994000000000078,35.996000000000045,39.2,clear sky,38.0,1.0,2.06,0.0,0.0
143,Sunlight Mountain,https://www.skiresort.info/ski-resort/sunlight-mountain/,65.0,Glenwood Springs,Colorado,20.0,4.0,11.0,5.0,,,,,,02/23/21,21:43:00,39.5505,-107.3248,28.18399999999999,18.89600000000005,17.6,33.008,broken clouds,79.0,75.0,3.6,10.0,0.0
144,Pebble Creek,https://www.skiresort.info/ski-resort/pebble-creek/,47.0,Inkom,Idaho,19.0,6.0,9.0,4.0,,,,,,02/23/21,21:43:00,42.7963,-112.2541,28.68800000000005,17.041999999999994,28.4,28.994000000000078,clear sky,64.0,1.0,5.14,52.0,0.0
145,Cooper,https://www.skiresort.info/ski-resort/cooper/,56.0,Leadville,Colorado,26.0,8.0,10.0,8.0,,,,,,02/23/21,15:43:00,39.2508,-106.2925,20.48000000000004,12.541999999999994,19.4,21.2,clear sky,63.0,1.0,1.71,0.0,0.0
146,Butternut,https://www.skiresort.info/ski-resort/butternut/,65.0,Great Barrington,Massachusetts,22.0,4.4,13.2,4.4,,,,,,02/23/21,04:43:00,42.1959,-73.3621,37.16600000000001,23.54000000000002,35.996000000000045,37.99400000000007,broken clouds,1.0,82.0,5.14,0.0,0.0
147,Showdown,https://www.skiresort.info/ski-resort/showdown/,47.0,White Sulphur Springs,Montana,20.0,6.0,8.0,6.0,"[-110.70831932358078, 46.836084195414834]",Montana,,-110.70831932358078,46.836084195414834,02/23/21,22:43:00,37.7965,-80.2976,41.0,34.34000000000002,41.0,41.0,clear sky,48.0,1.0,1.54,0.0,0.0
148,Cascade Mountain,https://www.skiresort.info/ski-resort/cascade-mountain/,69.0,,Wisconsin,14.0,5.0,5.0,4.0,"[-89.51606772903223, 43.499764819354844]",Wisconsin,,-89.51606772903223,43.499764819354844,,,,,,,,,,,,,,
149,Cascade Mountain,https://www.skiresort.info/ski-resort/cascade-mountain/,69.0,,Wisconsin,14.0,5.0,5.0,4.0,"[-80.66531181335394, 36.661525482754]",Virginia,http://www.dcski.com/lostareas/viewlostprofile.php?id=8,-80.66531181335394,36.661525482754,,,,,,,,,,,,,,
150,Cherry Peak,https://www.skiresort.info/ski-resort/cherry-peak/,40.0,Logan,Utah,20.0,5.0,10.0,5.0,"[-111.75468453014086, 41.92171100225353]",Utah,http://skicpr.com/index.html,-111.75468453014086,41.92171100225353,02/23/21,21:42:00,41.7355,-111.8344,26.798000000000023,18.23000000000004,26.006000000000032,28.4,clear sky,64.0,1.0,2.57,23.0,0.0
151,Seven Springs,https://www.skiresort.info/ski-resort/seven-springs/,89.0,Champion,Pennsylvania,17.0,6.0,7.0,4.0,"[-79.30402658849933, 40.02350977910237]",Pennsylvania,,-79.30402658849933,40.02350977910237,,,,,,,,,,,,,,
152,Deer Mountain  (temporarily closed),https://www.skiresort.info/ski-resort/deer-mountain/,,Lead,South Dakota,22.0,10.0,7.0,5.0,,,,,,02/23/21,15:42:00,44.3522,-103.7652,25.79000000000002,12.902000000000081,21.002000000000077,30.992,broken clouds,74.0,75.0,6.17,0.0,0.0
153,Red River,https://www.skiresort.info/ski-resort/red-river/,79.0,Red River,New Mexico,20.0,7.0,6.0,7.0,,,,,,02/23/21,21:43:00,36.7095,-105.4076,32.522000000000034,18.62600000000009,26.996000000000052,37.4,clear sky,47.0,1.0,6.69,48.0,0.0
154,Burke Mountain,https://www.skiresort.info/ski-resort/burke-mountain/,73.0,Saint Johnsbury,Vermont,10.0,2.0,4.0,4.0,"[-71.89855394825985, 44.579065158584804]",Vermont,http://www.skiburke.com/,-71.89855394825985,44.579065158584804,02/23/21,23:43:00,44.4192,-72.0151,32.61200000000006,27.392,30.992,33.8,overcast clouds,86.0,98.0,0.96,58.0,91.0
155,Nordic Valley,https://www.skiresort.info/ski-resort/nordic-valley/,50.0,Eden,Utah,9.5,2.5,4.0,3.0,,,,,,02/23/21,22:42:00,36.4885,-79.7667,37.904000000000046,33.11600000000001,33.8,44.996000000000045,clear sky,80.0,1.0,1.0,10.0,0.0
156,Eagle Point,https://www.skiresort.info/ski-resort/eagle-point/,70.0,Beaver,Utah,20.0,6.0,9.0,5.0,"[-112.37800063523929, 38.322839445457475]",Utah,http://www.skieaglepoint.com,-112.37800063523929,38.322839445457475,02/23/21,20:43:00,40.6953,-80.3048,34.50200000000007,27.06800000000009,28.994000000000078,37.4,clear sky,75.0,1.0,2.57,0.0,0.0
157,Greek Peak,https://www.skiresort.info/ski-resort/greek-peak/,84.0,Virgil,Finger Lakes,19.0,9.0,4.0,6.0,,,,,,02/23/21,05:43:00,41.9559,-88.5373,36.26600000000001,25.682000000000013,35.6,37.4,clear sky,87.0,1.0,5.66,0.0,0.0
158,Wintergreen Resort,https://www.skiresort.info/ski-resort/wintergreen-resort/,89.0,Wintergreen,Virginia,10.0,2.0,4.0,4.0,,,,,,02/23/21,23:43:00,37.8849,-78.8995,36.590000000000025,26.024000000000008,32.0,46.4,clear sky,42.0,1.0,4.12,0.0,0.0
159,Mountain High West,https://www.skiresort.info/ski-resort/mountain-high-west/,84.0,Wrightwood,California,15.0,3.0,5.0,7.0,,,,,,02/23/21,20:43:00,34.3608,-117.6334,48.14600000000005,42.72800000000007,41.0,55.00400000000007,scattered clouds,51.0,31.0,1.34,0.0,0.0
160,Spirit Mountain,https://www.skiresort.info/ski-resort/spirit-mountain/,59.0,Duluth,Minnesota,11.0,4.0,5.0,2.0,"[-92.23326581159606, 46.70776608553612]",Minnesota,http://www.spiritmt.com/,-92.23326581159606,46.70776608553612,02/23/21,22:43:00,46.7833,-92.1066,34.556000000000026,27.140000000000025,32.0,37.4,light snow,75.0,90.0,2.57,24.0,23.0
161,Bigrock Mountain,https://www.skiresort.info/ski-resort/bigrock-mountain/,40.0,Houlton,Maine,20.0,2.0,14.0,4.0,,,,,,02/23/21,00:43:00,46.1262,-67.8403,29.67800000000007,23.54000000000002,28.994000000000078,30.2,scattered clouds,86.0,40.0,1.41,32.0,74.0
162,Arctic Valley,https://www.skiresort.info/ski-resort/arctic-valley/,45.0,Anchorage,Alaska,25.0,5.0,10.0,10.0,"[-149.52539031332284, 61.24460151598595]",Alaska,http://www.skiarctic.net,-149.52539031332284,61.24460151598595,02/23/21,19:42:00,61.2181,-149.9003,15.674000000000017,7.754000000000055,15.008000000000004,17.99600000000005,overcast clouds,67.0,90.0,1.54,0.0,0.0
163,Shawnee Mountain,https://www.skiresort.info/ski-resort/shawnee-mountain/,65.0,Stroudsburg,Pennsylvania,18.0,4.0,9.0,5.0,"[-75.07815825426358, 41.03619038449615]",Pennsylvania,https://www.shawneemt.com/,-75.07815825426358,41.03619038449615,02/23/21,23:42:00,40.9868,-75.1946,37.202000000000076,27.212000000000053,33.008,39.992,clear sky,52.0,1.0,4.06,8.0,0.0
164,Pine Creek,https://www.skiresort.info/ski-resort/pine-creek/,45.0,Cokeville,Wyoming,16.0,4.0,7.0,5.0,,,,,,,,,,,,,,,,,,,
165,Wisp – McHenry (Deep Creek Lake),https://www.skiresort.info/ski-resort/wisp-mchenry-deep-creek-lake/,89.0,McHenry,Maryland,16.0,5.6,6.1,4.3,,,,,,02/23/21,23:43:00,42.3334,-88.4668,37.99400000000007,33.908,37.004000000000055,39.00200000000007,overcast clouds,80.0,99.0,0.45,12.0,0.0
166,Kissing Bridge,https://www.skiresort.info/ski-resort/kissing-bridge/,60.0,Boston,Greater Niagara,17.8,4.5,4.8,8.5,"[-78.65601084202274, 42.602269476055376]",New York,,-78.65601084202274,42.602269476055376,02/23/21,23:43:00,42.3584,-71.0598,36.75200000000007,24.404000000000053,35.006000000000036,37.99400000000007,few clouds,75.0,20.0,6.69,0.0,58.0
